y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36
-1.517,-0.356,1.182,0.672,0.324,0.433,0.625,-0.379,0.48,1.829,0.76,1.805,0.28,0.113,4.736,-2.489,0.731,0.826,4.838,0.121,0.045,0.659,-0.696,-0.013,0.593,0.687,-1.277,0.616,-0.329,0.799,0.069,0.86,1.875,0.038,0.133,0.653,1.344
-0.875,-1.479,0.865,0.901,-0.359,-0.789,-0.443,-2.345,-1.984,-1.166,0.112,-1.228,-0.7,-0.184,-0.645,0.025,-0.355,-3.42,0.77,-0.074,-0.347,-1.714,-0.791,-0.13,-0.726,0.737,-0.294,-3.207,0.586,0.113,0.958,1.829,1.32,1.405,0.393,0.262,-0.219
1.842,2.921,2.799,1.963,3.131,2.842,3.528,2.898,2.789,3.69,1.234,2.321,0.806,1.319,0.756,5.694,0.108,3.777,10.673,0.511,2.24,0.387,2.863,-0.73,1.185,0.731,-1.104,0.845,-0.663,1.952,1.929,-0.166,1.49,0.862,1.265,1.327,1.785
0.212,0.535,-0.174,0.752,0.099,-1.217,0.019,-2.294,0.293,-0.734,-1.039,0.276,0.408,2.576,2.071,1.062,0.557,3.256,5.926,0.302,1.294,2.41,0.565,1.336,0.461,1.45,1.802,1.535,1.347,1.029,1.037,0.247,0.068,0.419,1.082,0.139,1.169
0.274,-0.723,0.952,0.949,1.412,1.368,-0.468,1.753,0.109,0.973,2.311,1.264,2.133,0.995,2.4,3.987,0.261,4.02,0.868,-0.029,1.791,1.548,1.221,2.186,0.832,0.682,1.681,2.397,0.653,1.582,0.591,0.445,1.084,1.653,1.579,1.375,-0.553
0.148,-0.444,-1.631,-0.402,-1.697,-0.212,-1.223,-2.475,-0.339,-0.329,2.089,0.064,1.475,2.056,-2.745,0.21,0.886,0.325,0.533,-0.032,-0.213,1.358,-0.21,1.297,0.881,-0.798,-0.181,0.251,1.264,0.468,0.774,-0.062,-1.118,0.613,-1.23,-1.181,1.35
-0.388,0.877,1.389,0.512,-0.281,0.68,0.63,1.316,1.565,1.115,0.051,2.115,1.343,0.781,-0.305,3.537,0.073,-0.215,2.874,0.266,-0.428,0.994,1.156,-0.009,0.145,2.302,1.572,2.059,0.406,1.653,0.77,0.164,0.618,0.587,-0.63,0.45,-1.534
-0.555,-0.126,0.675,-0.099,0.069,0.427,-2.345,-1.7,-0.761,-1.002,-1.541,-2.367,0.721,-2.093,0.371,-2.485,0.481,-0.928,-5.09,-0.126,-0.038,0.661,-0.267,-0.206,0.868,0.52,0.698,0.749,1.277,0.792,0.078,0.618,-0.443,0.449,-0.534,-0.002,-1.062
1.304,0.694,0.862,0.014,-1.254,0.992,1.393,0.26,0.555,1.781,-0.033,0.811,-0.199,0.493,-0.24,2.866,0.105,0.522,3.163,0.147,-0.3,0.299,0.512,0.725,0.62,0.207,-0.177,0.074,-0.762,-0.139,-0.01,2.094,0.798,0.198,-0.549,1.503,0.803
1.382,0.393,1.874,1.574,1.071,0.034,1.391,-1.999,0.56,-0.823,0.1,-0.024,0.275,0.155,-2.882,-0.916,-0.313,-2.643,-0.697,-0.138,-2.147,0.223,-1.03,-0.703,0.574,-1.282,-0.043,0.535,0.787,1.104,1.234,1.069,-1.128,-0.464,-0.221,-1.061,-1.127
-1.132,0.737,-1.372,-1.166,-0.47,-0.116,-0.153,0.951,-0.481,0.453,0.558,-0.675,-0.543,-0.434,0.584,-0.005,0.462,-0.498,2.791,-0.149,1.805,0.447,-0.643,-0.722,0.13,1.584,-0.354,-1.067,-1.043,-0.164,0.517,-0.94,1.328,-0.317,-2.015,-1.622,0.831
1,-0.339,-0.595,-0.088,0.899,1.21,0.773,1.593,1.224,1.279,0.028,-1.945,0.706,0.904,0.893,4.784,1.046,2.087,6.68,0.488,1.976,0.344,-0.719,-0.553,0.849,1.399,-0.331,0.437,0.374,-2.241,0.647,1.201,2.845,1.371,1.253,1.206,0.679
-1.116,0.44,0.296,-0.181,-0.541,-0.603,-0.169,-0.102,0.202,-0.274,-1.364,-2.119,-0.886,-0.18,-3.323,-0.837,0.4,-0.477,-2.238,0.016,-0.144,-1.12,-1.064,-0.993,0.875,-0.745,0.314,0.005,-0.07,0.322,0.059,1.274,0.138,-0.15,0.617,0.177,-0.661
0.857,0.206,0.238,-0.674,-1.576,0.218,-0.644,1.896,-0.508,1.22,0.228,-2.529,-0.045,-0.785,0.286,-3.295,-0.353,4.993,-4.637,-0.215,-0.583,-0.175,-0.665,0.13,-3.338,-0.795,-2.161,-0.23,-1.205,-0.98,-0.895,0.059,-0.99,-1.764,-2.359,-1.697,-2.283
-0.912,-0.848,-1.816,-0.486,-1.111,1.711,-1.25,-1.324,-0.122,-2.368,-0.056,0.107,-1.736,-0.235,0.153,1.057,-0.276,-0.737,0.463,0.063,0.05,0.181,-0.016,0.83,0.371,-0.847,1.122,-2.327,-0.284,-0.81,0.126,-0.881,0.743,0.379,1.057,0.014,0.61
0.294,0.792,1.471,1.486,0.958,1.35,-0.284,1.585,0.166,-0.285,-0.213,1.953,0.51,-0.616,0.917,4.31,0.223,1.405,-1.179,0.252,-0.333,0.313,0.614,0.589,1.015,-0.044,-1.025,-1.675,0.87,-0.954,-1.049,0.559,1.535,0.899,0.37,-0.558,1.178
-1.291,0.347,0.851,0.272,0.761,0.369,-1.109,1.641,1.492,-0.098,0.126,0.789,1.089,-0.559,-1.866,0.339,-0.124,3.499,-0.446,-0.014,-1.106,0.859,0.395,1.115,-1.378,0.672,-0.101,-0.596,0.891,-1.122,-0.206,0.769,0.799,0.73,0.68,-0.836,2.031
0.157,0.939,-0.615,1.099,0.486,-0.506,-0.011,1.682,0.223,0.719,1.244,0.101,1.187,0.977,3.627,-1.891,0.351,1.145,-0.885,0.049,0.038,1.013,0.155,-1.144,0.721,-0.553,-1.19,0.3,2.469,1.601,0.869,-0.495,0.456,-0.808,1.145,0.462,2.003
-0.875,-0.041,0.232,0.558,1.001,0.893,0.511,0.727,-0.681,0.573,-0.687,0.737,0.89,0.092,0.331,-0.056,-0.022,-5.074,-5.607,-0.004,-0.251,1.442,-0.178,-0.569,-0.672,-0.101,-0.464,-0.952,-1.836,0.911,-0.108,-0.396,-0.436,0.264,-1.684,-0.088,-0.758
-1.452,-0.348,1.744,-1.182,-0.071,0.592,-0.346,0.592,-1.264,-1.47,0.354,-0.12,-1.115,-0.543,-1.07,-0.467,-0.467,-1.183,-5.05,0.054,0.131,-0.49,-1.143,-0.076,-0.288,-0.35,-1.277,-0.223,-1.638,-2.351,0.198,0.565,-0.988,-0.438,-0.063,-0.535,-0.442
1.524,1.057,-0.004,1.395,1.744,2.152,0.92,2.663,0.861,0.702,1.589,2.816,1.192,-0.085,1.473,3.502,0.696,5.469,4.034,0.264,1.164,2.389,0.384,1.486,2.163,0.035,1.03,0.424,0.611,1.7,0.587,1.606,2.273,2.122,0.888,1.141,0.778
-1.899,-0.072,-0.707,-0.339,-0.981,1.816,-0.205,-0.532,0.925,-0.009,-1.38,-2.748,-2.436,-2.866,-3.334,-4.984,-0.514,-2.414,-8.349,-0.13,-0.934,-0.821,-2.565,-0.614,-0.67,-0.626,1.297,-1.784,0.149,-1.966,-0.407,-0.465,-0.998,-0.556,0.486,-0.865,-0.339
0.371,-0.037,0.174,0.314,1.593,-0.154,-0.402,-1.202,-0.488,0.454,-0.998,-0.946,-1.93,-0.388,-2.205,-0.695,0.69,-1.348,-4.054,0.044,0.151,1.002,0.858,-1.67,-1.417,0.032,-0.874,-1.066,0.874,0.195,-0.009,0.435,0.079,0.728,-0.337,0.975,0.619
0.475,-0.474,-0.157,1.19,-0.349,0.283,0.412,-0.235,-0.437,0.397,0.821,0.432,-0.484,0.834,1.524,-0.399,-0.557,2.867,-1.716,-0.002,-0.559,0.46,-0.908,-1.311,-0.475,-1.738,-1.013,-2.53,-0.24,-0.093,-0.919,-1.527,-0.436,-1.132,1.794,-1.055,0.933
2.591,1.1,2.189,0.981,0.623,1.385,2.074,0.918,0.951,-0.769,0.611,0.238,-0.697,-0.716,-0.884,-2.604,0.597,3.173,8.599,0.264,-1.875,-0.575,-0.829,-1.397,-0.264,0.097,-0.342,2.44,1.415,0.986,0.923,0.429,0.233,-0.355,-1.702,-0.987,-0.352
-0.652,-0.477,-1.409,-0.721,-1.016,-2.195,-0.466,-1.285,-1.738,-0.063,-1.21,-0.665,-2.115,0.185,-2.351,-0.249,0.453,-3.96,-1.04,-0.234,-0.299,-0.935,-0.233,-1.439,-0.172,-0.841,-0.689,-1.369,-0.925,-0.965,-0.581,-0.219,-0.923,-1.212,0.12,-0.427,0.484
0.284,1.552,0.106,0.28,0.217,1.232,1.095,2.763,1.65,0.969,1.026,-0.183,0.038,0.204,0.761,4.033,0.325,1.407,1.492,0.008,1.741,2.109,-0.175,0.084,2.606,1.839,0.321,1.262,1.082,-0.486,-0.785,-0.474,0.643,0.477,-1.619,0.732,0.627
0.677,0.264,1.764,0.425,0.101,-1.614,0.225,-1.671,1.344,-1.05,0.082,1.008,0.014,1.688,-0.598,0.296,-0.389,1.957,1.693,-0.142,0.58,1.171,0.416,1.267,0.054,2.675,2.469,1.05,-0.475,0.199,-0.985,-0.144,-0.363,0.823,-0.014,-1.083,0.894
1.286,-0.029,-0.46,-0.021,0.45,-0.182,0.696,0.292,0.65,1.004,-0.162,-0.117,2.108,0.377,-0.473,0.364,-0.488,-3.611,-0.455,-0.224,0.167,0.377,-1.409,0.088,-0.669,0.385,1.372,2.527,0.879,0.719,0.614,1.572,0.302,-0.382,0.233,0.061,-0.109
-0.478,0.026,1.37,0.001,0.648,0.187,1.736,0.361,4.074,1.146,0.598,-0.201,1.112,2.155,2.839,-2.543,0.671,1.779,-1.744,-0.029,0.393,-0.814,0.228,0.199,-0.888,1.74,-0.819,-0.906,1.257,0.397,0.452,-1.253,-0.235,-0.244,1.172,-0.822,-0.488
-0.724,-2.314,-2.493,-0.33,-1.197,0.312,-0.298,-0.951,-1.338,0.155,0.146,-1.191,-0.361,0.173,-1.48,1.864,0.328,-1.636,-3.981,-0.095,0.278,-1.285,-0.153,-0.864,-1.809,-1.21,0.489,-1.687,-1.722,0.192,-0.878,-1.082,-0.664,-1.105,-1.535,-0.344,-0.615
0.186,-0.02,1.181,1.103,1.047,0.474,0.738,0.228,-0.461,-0.163,0.958,1.609,2.467,1.945,-0.329,1.481,1.659,6.329,9.995,0.158,3.727,1.679,1.471,2.35,1.765,2.462,1.417,1.463,2.664,2.079,1.058,1.316,2.538,0.064,0.768,1.048,0.525
1.271,1.699,0.542,0.34,-0.035,0.998,0.713,0.306,0.844,-0.448,0.819,0.762,0.122,0.099,-2.07,3.781,-0.678,-0.917,6.673,0.181,0.839,2.083,-0.086,-0.289,1.849,-0.072,-0.721,-0.426,1.278,0.001,-0.48,0.581,0.685,0.074,0.93,0.673,0.449
-0.319,-0.787,-0.784,0.01,-0.412,-1.427,0.342,-3.531,-0.84,-1.459,-0.518,-0.618,-0.935,-0.154,0.476,-1.253,0.408,1.498,-0.761,-0.081,-0.275,-0.368,0.384,0.51,0.005,-0.687,1.117,0.392,-0.468,-0.231,0.142,-0.722,-0.951,0.349,1.006,-0.574,-0.07
-1.665,-1.916,-1.889,-0.094,-0.085,-0.931,-1.663,-3.126,-1.625,-2.707,0.515,-1.779,0.066,-2.328,-3.899,-4.258,-0.601,-5.624,3.683,-0.121,-0.64,-0.87,-1.499,-0.485,-0.739,-1.041,-0.654,-0.358,-0.856,-0.586,-0.783,0.022,-0.235,-1.028,-2.313,0.563,-1.716
1.253,-1.315,1.917,1.821,0.299,2.252,-1.273,1.14,1.291,0.344,0.641,0.588,-0.179,-0.254,2.144,1.402,0.548,0.334,2.084,0.029,0.443,-0.283,-1.213,-1.3,0.015,0.78,-0.5,-1.521,-1.06,-2.254,-2.135,-1.75,0.482,0.547,-0.221,0.842,0.529
-0.501,0.968,-1.928,-0.478,-0.887,-2.966,-1.169,-0.19,0.109,1.059,-1.748,0.433,-0.852,-1.442,-0.359,-2.837,-0.507,-8.564,-4.669,-0.432,-1.321,-1.828,-0.488,0.496,1.63,0.422,0.121,-1.352,-0.756,0.545,-0.586,0.321,-1.153,-2.011,-2.5,-0.754,-3.15
0.818,1.028,1.944,1.388,1.635,3.107,3.457,2.476,2.401,2.414,2.34,3.244,1.234,0.101,2.194,2.932,0.777,4.641,4.071,-0.204,1.049,2.393,3.581,1.235,2.05,0.675,1.527,1.72,2.107,1.367,1.367,0.217,1.562,1.149,0.512,1.668,1.414
-0.518,-1.934,-1.835,-0.753,-0.902,-0.243,0.124,0.404,-1.066,0.867,0.837,0.953,-0.599,0.801,-2.43,1.327,0.592,-1.131,2.823,0.231,2.265,0.564,-0.82,1.34,-0.363,1.447,0.735,-0.463,1.058,0.588,-0.218,-0.676,-0.64,-0.713,-1.593,-0.041,-2.852
-0.831,-2.072,-1.417,-0.344,-0.174,-0.585,-2.142,-3.837,-1.478,-1.302,0.407,-1.113,0.103,0.758,-1.1,-1.486,-0.832,0.681,-4.545,-0.243,-1.44,0.031,0.58,0.561,0.546,0.877,2.174,-2.372,-1.015,-1.568,-0.138,0.429,0.272,-0.797,-0.227,0.634,-1.723
1.981,1.142,1.978,0.935,1.298,2.347,-0.103,1.915,1.175,-0.304,0.954,-0.159,0.51,2.067,-0.565,2.392,0.585,2.08,6.497,0.449,0.494,1.777,0.114,0.71,1.327,1.209,0.427,1.761,0.767,1.307,0.34,1.649,1.141,1.66,2.225,1.285,-0.234
1.843,0.063,0.918,-0.787,1.627,1.545,0.625,-0.006,1.35,0.453,-0.859,-0.481,0.198,-0.817,2.824,-0.039,0.884,-2.676,-4.143,-0.121,-1.24,1.737,0.214,0.736,-0.043,0.353,0.367,3.812,2.493,1.777,2.98,1.496,1.768,1.323,1.826,2.4,0.695
-1.426,-0.475,-0.882,-0.524,-2.127,-1.729,-2.271,-3.321,-1.938,0.193,0.162,-1.831,-2.508,-1.59,-1.52,-4.667,-1.528,-1.626,-6.919,-0.371,-1.8,-2.074,-1.511,0.268,-1.398,-0.561,-0.105,-0.583,0.32,-0.848,-0.188,-0.257,-0.64,-0.565,-3.042,-0.44,-1.359
-0.811,-0.299,-1.129,-1.004,0.678,-1.805,0.671,-2.175,-0.205,-0.75,-0.947,-0.579,-1.14,-0.789,-1.973,-0.647,-0.477,-1.164,-6.242,-0.307,-0.517,-0.021,-1.474,1.447,-1.155,-0.582,0.526,-1.201,-0.629,-0.993,-0.879,-1.566,-0.511,-0.298,-0.244,-1.696,-0.449
-1.648,0.726,0.181,-1.437,0.013,-1.82,-2.544,-2.236,-2.68,-0.004,-1.001,0.491,-0.738,0.161,1.051,2.944,0.483,-0.377,-0.379,-0.047,0.605,1.273,1.163,1.571,1.686,1.633,1.448,1.498,0.435,0.796,0.435,-0.131,0.012,0.011,-0.641,0.565,1.439
-0.29,-1.331,-0.484,-0.987,-0.34,-0.533,-0.796,-3.094,-1.826,-0.933,-1.705,-1.291,-1.664,-1.885,-0.233,-1.213,-0.476,3.066,-3.52,0.004,-1.397,-0.87,-1.836,-0.184,-1.372,-0.15,-0.084,-1.001,-1.951,-2.058,-2.025,-0.517,-0.977,-0.336,-0.199,0.247,0.785
-1.029,-0.506,-0.445,-0.017,-1.397,-0.752,-0.674,0.142,-0.23,0.625,-0.924,-0.689,-0.118,-0.62,-3.892,-0.456,-0.349,-1.181,1.429,-0.147,0.07,1.512,-1.291,0.067,-0.229,0.028,1.637,-3.31,-0.941,-0.722,0.295,0.966,-0.233,0.698,0.678,-0.717,-1.292
2.186,1.396,2.402,1.039,-0.048,1.676,1.351,3.499,0.57,1.631,0.071,-2.007,1.677,-0.947,1.647,-0.194,-1.103,0.732,3.389,0.159,0.087,0.004,-0.028,-0.286,0.103,-0.209,-1.081,-0.503,-0.465,-0.806,-0.665,0.568,1.366,-0.347,-2.421,-1.168,1.22
-0.266,-1.704,-1.44,0.456,-0.968,-0.511,-0.863,0.527,0.949,-0.04,-1.54,-2.666,-2.245,-1.621,-2.509,1.117,0.025,-2.833,-6.596,-0.144,-1.018,-0.498,-1.772,0.31,-0.338,-1.739,-0.575,0.089,-2.49,0.061,-0.118,-1.309,0.03,-1.421,-0.36,0.109,-0.749
-0.017,0.781,-0.519,0.356,-0.443,0.512,0.839,-0.529,1.847,1.747,0.53,-0.91,0.08,-0.876,-1.209,-1.486,-0.483,0.439,5.297,0.066,-0.676,1.762,0.099,-2.151,1.865,-0.264,-0.38,0.276,1.076,-0.04,-0.979,-2.305,1.107,1.092,-1.195,1.463,1.032
2.165,1.32,1.205,1.494,0.818,0.565,1.413,2.205,1.447,0.581,-0.041,0.201,1.58,-0.407,-0.28,-2.122,-0.758,3.568,-1.029,-0.118,-1.741,1.103,1.139,1.089,0.781,0.414,-0.172,1.051,0.43,1.593,1.235,1.062,0.77,0.13,0.064,-0.601,-0.009
-0.25,-1.96,-0.349,-0.04,-1.861,-0.243,-0.302,-1.068,-0.756,-1.511,-1.333,-2.987,-2.602,-1.398,-2.71,-7.335,-1.169,-2.766,-4.846,-0.369,-0.922,-2.977,-2.336,-2.48,-2.434,-3.414,-0.604,-0.929,-1.287,-1.845,-1.252,-1.058,-0.861,-1.39,-1.446,-1.665,-3.841
-3.275,-2.12,-2.344,-1.787,-0.719,-1.677,-2.67,-2.371,-2.897,-2.106,-1.205,-2.324,-1.784,-1.666,-1.474,-2.785,-0.746,-3.167,-3.213,-0.107,-0.056,-2.158,-1.05,-0.527,-0.158,-0.111,0.314,0.207,0.529,-0.086,-0.853,0.858,-1.736,0.096,-2.054,-0.372,-2.157
0.79,0.745,-0.08,-0.045,-0.385,-0.142,-0.489,0.421,0.888,0.209,0.556,-1.407,0.573,1.217,0.884,-0.159,0.293,-0.722,3.513,-0.175,-0.613,-0.842,1.035,-0.602,-0.059,-0.108,0.217,0.858,0.917,-0.934,0.925,-1.179,0.1,0.387,0.414,-1.459,-1.329
1.892,0.398,0.486,0.947,-0.019,-0.592,-0.183,-1.334,1.039,0.226,0.098,1.042,0.351,1.386,-3.142,-3.925,-0.041,-0.898,2.236,0.146,-0.261,-0.497,-1.139,0.296,-0.884,0.15,0.103,-1.317,-1.589,-1.241,0.119,-0.694,-2.098,-2.137,-0.945,-2.835,-0.821
-1.314,-1.212,-1.162,0.837,-0.522,-0.006,0.404,-0.519,1.716,0.299,-1.924,-1.435,-1.478,-1.352,-2.033,0.835,-0.537,-0.009,-8.919,-0.162,-0.511,-2.143,-0.422,-1.926,-1.51,-1.38,-1.32,-1.26,-0.187,-1.008,-0.223,-1.068,-0.175,0.542,-0.359,-1.069,-0.77
0.886,0.322,1.996,0.463,-0.717,0.698,0.692,0.123,1.128,-0.152,1.326,1.437,1.439,1.011,-0.193,0.606,1.35,0.018,1.431,-0.186,1.05,-0.912,-0.305,-0.987,0.05,-0.217,1.259,-2.361,0.252,-1.739,-0.198,-2.945,1.165,0.945,-0.028,0.382,0.096
-0.499,-0.729,-0.074,0.512,-0.788,-1.346,0.164,2.851,-1.35,0.378,0.522,0.839,0.139,0.503,0.371,-2.408,-0.161,-4.537,1.742,-0.004,0.105,-1.705,-0.318,0.236,-0.767,-1.211,1.374,-1.352,-0.88,-1.038,-1.021,-1.974,0.533,0.484,-0.849,0.255,-0.555
1.487,1.181,1.46,1.361,1.51,1.603,1.257,2.594,3.046,1.551,0.91,-0.355,-0.289,-1.728,-0.518,6.654,0.362,3.12,0.383,0.09,-0.485,1.393,1.93,0.326,0.756,1.328,-0.627,1.859,3.122,-0.127,-0.439,-0.066,0.724,0.322,0.28,1.052,2.271
-0.02,0.064,-0.721,-0.919,0.135,0.747,-1.905,-1.224,-1.874,0.541,-0.696,-0.736,-1.096,1.01,-2.297,-0.708,-0.1,3.797,-0.681,0.277,-1.471,0.649,0.052,0.678,-0.011,0.242,0.947,-1.283,0.283,0.212,0.19,-1.404,-0.049,0.165,1.039,-0.662,1.359
0.246,-0.185,0.751,1.957,1.09,0.338,0.984,-0.48,0.252,0.82,0.661,-0.735,-0.801,0.606,-0.069,1.824,-0.705,0.834,0.757,0.462,0.101,-0.241,1.738,1.818,2.653,0.462,-0.527,2.477,1.998,0.294,0.663,0.847,1.432,0.633,1.055,0.95,-0.411
-0.424,-0.524,-1.804,-0.586,-0.512,-0.811,-0.981,-0.573,-0.659,0.513,-0.071,0.567,1.035,1.069,1.588,0.037,-0.729,1.368,-3.251,0.089,0.66,0.862,0.464,1.672,1.908,1.408,1.563,0.249,0.607,-0.581,-0.754,0.816,-0.197,-0.926,1.793,0.687,-1.392
0.564,0.319,1.362,0.113,0.267,0.338,-0.987,1.128,-0.321,1.292,-0.587,-0.515,-0.163,-1.927,-1.278,-1.077,-0.793,-0.001,0.536,0.054,-0.645,-1.366,-0.316,-2.269,-1.811,-2.03,-0.941,-0.62,-0.455,0.473,1.586,-0.976,-0.286,-0.374,-0.933,-0.25,0.817
0.663,0.296,1.3,0.995,0.019,2.227,-0.375,0.468,-0.676,-1.155,1.819,-0.06,0.506,-0.146,0.666,-0.578,0.115,4.507,2.424,0.055,-2.136,0.418,0.793,1.505,1.035,1.366,2.541,0.55,-0.765,-1.07,-0.922,0.019,0.739,-0.241,-0.876,-0.094,1.042
0.838,-1.181,0.253,-1.919,0.123,0.234,0.94,-0.977,-1.016,-0.385,0.014,-1.261,-1.941,-0.763,-2.94,4.215,0.944,-0.188,-5.603,0.022,0.864,-0.431,-0.871,-1.021,-0.475,0.181,-1.2,-0.441,-0.891,1.054,1.261,1.062,-0.825,-0.876,-0.15,1.859,1.152
0.296,0.031,-0.615,-0.543,1.298,-0.363,0.993,-1.229,1.953,-0.246,-0.272,-0.422,-0.675,0.46,-2.092,2.954,1.223,1.527,-0.562,0.126,1.45,0.346,0.806,0.507,0.935,-0.324,-0.596,0.146,-0.909,1.017,0.125,1.284,-0.441,0.503,0.003,-0.403,-0.751
-1.423,0.532,0.369,0.408,-0.056,0.916,-0.588,-0.971,-1.302,-2.201,0.265,0.668,0.986,-0.833,-1.297,1.052,0.838,0.244,1.07,0.334,1.827,0.757,0.824,1.158,0.918,1.139,0.786,-1.061,-0.995,0.658,0.622,-1.24,-0.484,0.096,0.249,0.42,0.43
-0.531,-0.127,-0.827,0.37,0.043,1.243,-1.231,-0.857,0.48,-1.43,0.454,1.871,-0.086,0.299,-0.301,-0.081,-0.759,0.982,2.584,-0.005,-0.388,-1.076,1.978,1.195,1.589,1.404,0.229,-2.429,0.674,-0.226,-0.812,-0.744,0.915,-0.279,-0.986,-0.247,0.592
-1.807,-1.04,-0.991,-1.498,-1.234,0.025,-0.748,-0.68,-1.278,-1.435,-0.958,-1.234,-1.381,-0.917,-0.33,-4.309,-0.029,-8.028,-7.212,-0.058,-1.719,-0.453,-1.334,-0.662,0.676,-1.09,-1.237,-3.493,-3.987,0.119,-1.449,-1.447,-1.754,-1.267,-2.259,1.03,-1.645
-1.593,-1.598,-1.605,-1.854,-1.886,-1.716,-1.894,-3.985,-1.367,-0.329,-1.413,-1.582,0.211,-0.73,-2.419,-3.243,-0.639,-1.197,1.991,0.353,-2.719,-1.068,-2.236,0.365,-1.349,-0.479,-0.425,-0.683,-1.757,-0.523,0.213,0.456,-1.789,-1.284,0.725,-0.925,0.028
-0.869,-2.204,-1.671,-0.973,-0.602,-0.378,-0.543,0.251,-0.209,-0.912,-0.163,-1.289,-1.102,-1.222,-4.175,1.772,0.138,3.281,-4.342,-0.069,-2.077,-3.458,-2.245,-0.679,-1.686,-1.349,-0.931,-3.059,-1.975,-3.275,-1.565,-0.795,-1.151,-1.034,-0.985,-3.529,-2.62
-0.068,0.698,1.187,0.346,-0.678,0.6,0.038,1.92,0.181,-0.283,0.407,1.57,-1.682,0.802,0.072,1.075,0.078,1.431,2.701,0.121,0.362,0.447,0.484,0.289,-0.317,-0.541,0.071,-2.12,-1.579,-1.176,-0.325,-0.285,-0.819,0.664,0.138,-0.515,-0.459
-1.027,1.049,0.443,0.064,0.806,1.308,1.033,1.01,-0.076,0.704,-1.218,1.102,0.128,-0.316,0.433,1.223,0.375,-0.024,-5.584,-0.094,1.043,1.802,1.262,-1.45,-1.038,-0.56,-1.368,0.216,1.174,1.542,0.234,-0.802,0.859,1.376,1.343,-0.633,1.429
-1.403,-1.236,-1.009,1.058,-0.58,0.028,-2.548,-0.65,-1.921,-0.468,-0.106,-0.904,-0.411,0.691,1.187,1.824,0.367,1.045,-2.214,0.306,-0.064,-1.777,-1.336,-1.867,0.705,-1.234,-0.857,0.662,-0.058,-1.794,-0.228,0.099,0.468,0.506,-1.835,-1.048,-0.149
-0.273,-0.356,-0.208,-0.567,-0.827,-0.093,-0.544,-0.065,-0.797,-0.525,0.181,0.46,0.208,-0.753,0.589,1.847,-0.076,-2.606,-4.434,0.055,-2.457,1.385,-0.649,0.128,0.796,0.267,-1.448,-0.067,0.761,1.466,-0.216,0.28,0.856,0.426,-0.582,0.333,0.485
0.06,-0.904,-1.015,0.871,-0.323,-1.555,0.225,-2.285,0.903,-0.663,-1.181,-0.364,-1.284,0.097,-1.855,-2.026,0.148,0.254,-2.381,-0.042,0.27,0.887,0.491,-1.198,1.381,0.649,-1.438,-0.476,-0.578,-0.185,1.199,-0.417,0.394,-0.106,0.096,0.122,0.664
3.088,1.695,2.518,1.638,0.954,1.235,2.963,2.8,4.269,1.306,0.171,0.936,0.481,-0.213,1.384,2.414,-0.764,-0.885,-2.06,0.246,-1.099,0.456,0.296,1.429,-0.21,-0.107,-0.482,1.011,-0.475,1.429,1.743,0.472,2.091,0.779,0.647,-0.996,1.879
0.165,0.618,-0.745,0.428,0.173,-1.828,1.323,-0.739,1.134,-0.536,-1.201,-0.771,-1.659,0.527,-2.978,2.565,0.241,6.788,-4.907,0.194,0.403,-0.841,2.012,0.504,0.104,0.262,-0.683,-1.439,-0.634,1.047,-0.961,-1.063,-0.276,0.476,-0.542,0.354,-0.567
0.953,-0.162,-1.024,-0.54,-0.919,-0.604,0.93,0.541,1.022,-1.209,-0.523,-0.764,-0.194,-1.197,0.559,-0.176,0.298,0.115,-0.426,-0.03,-0.4,2.923,1.828,1.94,0.023,-0.889,1.636,2.209,0.571,0.572,0.328,-0.239,-0.808,-1.679,-0.315,0.634,-0.899
-0.665,-0.065,-0.988,0.94,-0.047,0.11,-0.281,-0.384,-1.293,0.413,0.025,-1.46,-0.392,0.692,-0.947,2.157,-0.021,1.114,4.446,-0.021,2.638,-0.452,-0.003,0.405,0.171,0.298,2.037,0.511,-0.392,-0.071,-0.377,-1.203,-1.833,0.408,1.051,-0.428,-1.442
-0.342,0.473,0.533,-0.413,1.002,0.547,0.12,0.588,0.385,0.53,0.033,0.036,-0.468,-0.932,0.521,2.184,1.503,-2.875,-0.348,0.042,-1.089,-2.289,-1.463,-0.696,-0.152,-0.964,-1.365,0.302,-1.506,0.228,-1.242,-0.382,-1.008,-0.855,1.147,0.433,-1.024
0.632,1.18,1.062,-0.455,0.232,1.587,1.205,2.241,2.659,-0.119,-0.302,1.159,0.669,-1.434,2.415,-2.207,-0.19,-1.202,-4.909,-0.02,-2.377,-0.734,-1.785,-0.914,-0.095,-0.676,-1.618,0.869,-1.317,-0.042,1.568,-0.343,-0.71,-0.216,-0.736,1.494,0.85
-0.665,-0.857,1.572,0.45,0.188,-0.145,-0.045,2.867,-0.846,0.687,-0.019,-0.425,-1.162,-0.448,-2.282,-5.227,-0.254,-5.809,-4.486,-0.07,-1.454,-0.151,0.582,0.224,-0.144,-0.959,0.256,-1.941,-1.213,0.037,-1.239,-1.112,-1.266,-0.184,-0.527,-1.677,-1.833
